,CPU_Usage,Memory_Usage,Disk_IO,Network_IO,WL_Backup,WL_Crypto_Mining,WL_Database_Query,WL_Video_Streaming,WL_Web_Service,Power_Consumption
1629,25.51,42.34,12.99,5.85,False,False,False,False,True,3564.1353564816272
1630,32.93,34.62,14.68,22.54,False,False,False,True,False,4283.806619200794
1631,29.41,37.79,10.96,3.85,False,False,False,False,True,3380.8884628105793
1634,32.8,49.86,13.23,7.31,False,False,False,False,True,4231.631463787465
1635,23.49,36.73,20.01,4.69,False,False,False,False,True,3488.7638732880314
1636,17.36,84.84,26.89,3.82,True,False,False,False,False,5414.955071983442
1637,1.5,45.45,20.27,5.15,False,False,False,False,True,3000.525579044665
1638,23.13,34.88,16.37,4.21,False,False,True,False,False,3238.3604112937996
1639,18.45,47.25,17.63,29.51,False,False,False,True,False,4605.419380497965
1640,25.09,69.86,18.54,5.52,False,False,True,False,False,4854.677362624114
1641,24.18,43.99,3.4,4.76,False,False,False,False,True,3166.404561818684
1642,15.84,53.01,1.94,5.89,False,False,True,False,False,3164.351583271793
1644,27.92,53.21,8.34,2.99,False,False,False,False,True,3794.013280152092
1645,16.6,77.57,20.12,3.87,True,False,False,False,False,4829.850455879838
1646,24.76,64.06,16.28,5.69,False,False,False,False,True,4532.79014172785
1647,33.35,45.65,8.94,22.71,False,False,False,True,False,4535.553082729154
1648,26.31,37.6,6.26,4.44,False,False,True,False,False,3092.100640846816
1649,23.11,44.68,16.55,6.17,False,False,False,False,True,3721.2405764860296
1650,32.99,47.42,13.8,4.7,False,False,False,False,True,4066.860965231906
1651,20.94,41.42,11.57,3.52,False,False,False,False,True,3189.3581731839645
1652,16.66,45.95,14.55,19.55,False,False,False,True,False,3964.8797554085404
1653,7.81,64.19,17.48,4.72,False,False,True,False,False,3868.9307611016707
1654,18.74,31.46,10.44,4.51,False,False,True,False,False,2701.516199919776
1655,34.12,30.59,15.6,5.81,False,False,False,False,True,3545.573008899273
1656,35.09,51.54,5.7,4.35,False,False,True,False,False,3963.5397888741295
1657,43.52,60.99,9.79,7.16,False,False,True,False,False,4963.869987621593
1658,45.05,47.82,17.46,4.52,False,False,False,False,True,4692.734745539919
1659,24.41,35.4,15.15,4.62,False,False,False,False,True,3283.3971859897906
1660,43.39,71.2,25.56,5.81,True,False,False,False,False,5932.907120708045
1661,30.8,43.21,5.06,5.72,False,False,False,False,True,3482.991210132471
1662,9.87,41.33,7.39,4.27,False,False,False,False,True,2608.1331651299024
1663,29.27,58.89,11.19,4.16,False,False,False,False,True,4250.69285552291
1664,34.59,37.05,8.19,5.19,False,False,False,False,True,3501.859756319972
1665,42.09,79.88,51.39,5.91,True,False,False,False,False,7262.361380037223
1667,33.27,31.65,18.26,7.08,False,False,False,False,True,3715.4509880285423
1668,38.0,39.42,18.22,3.65,False,False,False,False,True,4064.4073097586715
1669,31.02,54.98,8.44,25.15,False,False,False,True,False,4885.789740038306
1670,21.99,75.26,20.59,4.56,True,False,False,False,False,5000.966359400114
1671,51.21,49.78,-1.93,4.43,False,False,False,False,True,4237.799548913481
1673,18.58,40.6,1.87,5.08,False,False,True,False,False,2744.1470006542545
1674,49.26,28.97,14.57,6.16,False,False,False,False,True,4060.169578274774
1675,14.47,25.96,9.58,7.25,False,False,True,False,False,2385.5807641941014
1676,29.39,80.35,38.43,4.04,True,False,False,False,False,6193.625589125794
1677,39.53,47.89,6.85,4.29,False,False,True,False,False,4038.0020011210977
1678,24.69,31.04,5.46,4.52,False,False,True,False,False,2732.367112657875
1679,24.62,44.66,10.4,4.71,False,False,False,False,True,3480.637891877603
1681,14.97,49.96,5.59,20.45,False,False,False,True,False,3731.70638639506
1682,48.1,43.99,7.01,22.83,False,False,False,True,False,4974.309546325416
1683,9.28,41.54,9.59,6.14,False,False,False,False,True,2758.4677890791004
1684,44.39,44.25,14.87,17.54,False,False,False,True,False,4946.245976292377
1685,15.41,42.35,0.08,4.73,False,False,False,False,True,2605.779570386397
1686,36.6,38.53,10.16,4.83,False,False,False,False,True,3710.7279966991377
1687,41.54,51.63,12.18,5.17,False,False,True,False,False,4533.182014107931
1688,29.63,77.08,18.84,4.13,True,False,False,False,False,5290.546052769429
1689,18.43,20.19,9.81,5.82,False,False,True,False,False,2261.8013214498046
1690,25.51,50.63,0.37,12.59,False,False,False,True,False,3663.858844509893
1691,21.11,38.4,4.93,5.34,False,False,True,False,False,2883.4629876317686
1692,28.18,60.25,7.88,4.87,False,False,True,False,False,4155.472035283751
1693,38.79,75.27,33.18,5.28,True,False,False,False,False,6203.602427539018
1695,20.91,46.04,1.91,5.35,False,False,False,False,True,3072.327214757726
1697,36.28,88.32,37.64,4.44,True,False,False,False,False,6765.689043091149
1698,23.11,47.89,0.94,4.0,False,False,False,False,True,3146.834972303405
1699,31.82,74.82,39.36,4.24,True,False,False,False,False,6111.36529557223
1701,47.46,47.23,6.23,4.89,False,False,True,False,False,4325.357431993166
1702,21.92,37.51,14.38,21.54,False,False,False,True,False,3906.427452125067
1703,25.29,85.61,51.0,6.53,True,False,False,False,False,6836.939155848654
1704,30.07,49.21,10.5,4.99,False,False,True,False,False,3880.253937675822
1705,30.54,26.74,12.79,5.63,False,False,True,False,False,3133.4864022485913
1706,19.87,48.57,8.43,18.7,False,False,False,True,False,3917.902908533753
1708,30.37,56.86,10.2,7.21,False,False,False,False,True,4289.6660137440895
1709,24.6,31.99,8.01,4.55,False,False,True,False,False,2872.7831761248844
1711,36.23,46.42,6.06,4.02,False,False,False,False,True,3812.0886771552096
1713,27.79,26.67,1.74,5.97,False,False,True,False,False,2583.3932811101654
1714,25.26,49.15,8.72,21.24,False,False,False,True,False,4276.178776215876
1715,25.67,61.86,8.77,5.74,False,False,False,False,True,4183.138020891041
1716,-1.17,40.52,16.52,3.95,False,False,False,False,True,2486.0849089937315
1717,39.14,30.13,18.08,15.18,False,False,False,True,False,4202.069421336025
1718,13.64,37.31,9.25,4.96,False,False,True,False,False,2703.5691796918386
1719,63.77,46.77,7.95,3.94,False,False,True,False,False,4998.75946546189
1720,41.7,34.53,23.02,5.87,False,False,True,False,False,4306.860464218481
1721,26.77,81.34,29.81,6.72,True,False,False,False,False,5896.245468077211
1722,29.82,33.52,3.57,4.25,False,False,False,False,True,2938.8935087885775
1723,22.49,47.93,2.62,25.29,False,False,False,True,False,4030.7305757724416
1724,33.11,29.95,10.54,3.74,False,False,False,False,True,3195.4341898420057
1725,21.36,51.36,8.42,6.37,False,False,True,False,False,3604.0800503901587
1726,48.42,41.11,6.96,4.64,False,False,True,False,False,4143.195969124984
1727,23.66,20.94,9.56,7.21,False,False,True,False,False,2553.909114051324
1728,46.67,43.07,11.53,29.22,False,False,False,True,False,5321.256878841892
1729,28.13,50.33,17.27,17.6,False,False,False,True,False,4638.908454560555
1730,31.28,34.09,0.8,4.22,False,False,True,False,False,2915.4458163166855
1731,20.97,66.98,11.21,4.15,False,False,False,False,True,4233.857352318407
1732,32.86,41.88,12.76,19.45,False,False,False,True,False,4376.161997061447
1733,21.75,77.54,14.9,3.68,True,False,False,False,False,4816.850509452364
1734,45.18,45.06,5.15,5.02,False,False,True,False,False,4114.810387690282
1735,28.4,78.78,35.57,4.88,True,False,False,False,False,6011.313913935794
1736,37.46,79.43,52.62,6.22,True,False,False,False,False,7131.047845981891
1737,20.3,73.24,36.49,4.83,True,False,False,False,False,5505.946730030784
1738,29.85,42.6,17.01,7.53,False,False,True,False,False,3987.593870274928
1739,26.24,43.16,12.92,6.28,False,False,True,False,False,3641.1293240758264
1740,36.12,35.81,12.19,6.83,False,False,True,False,False,3735.463411428612
1741,29.43,31.1,7.18,17.04,False,False,False,True,False,3493.5344049999903
1742,28.13,48.0,12.95,14.21,False,False,False,True,False,4228.295485493254
1743,35.69,81.91,51.26,5.24,True,False,False,False,False,7053.243349027374
1744,18.35,23.99,13.91,5.02,False,False,False,False,True,2564.1078346605486
1745,28.16,78.97,21.36,4.07,True,False,False,False,False,5397.053541026099
1746,39.93,44.51,2.71,20.63,False,False,False,True,False,4410.402072227422
1747,46.3,43.7,7.05,3.75,False,False,True,False,False,4142.04913923275
1748,29.33,45.52,14.06,5.83,False,False,True,False,False,3888.956860581829
1749,39.25,41.69,13.38,4.96,False,False,False,False,True,4072.7175028294623
1750,34.43,41.82,11.65,5.31,False,False,False,False,True,3826.3810267293666
1751,36.25,38.31,16.76,2.64,False,False,True,False,False,3861.9239357357324
1752,18.44,65.41,20.6,3.68,False,False,True,False,False,4433.6454711434935
1753,24.22,42.95,9.68,5.09,False,False,False,False,True,3388.017865908792
1754,34.48,43.25,3.99,5.44,False,False,False,False,True,3592.4235380966725
1755,36.13,39.67,14.15,4.09,False,False,False,False,True,3867.7528707647048
1756,26.0,21.64,14.07,4.07,False,False,True,False,False,2732.08590999109
1757,31.58,41.95,9.88,5.51,False,False,False,False,True,3652.8256084149734
1758,18.55,35.31,3.86,18.95,False,False,False,True,False,3165.287985488312
1760,31.43,30.02,11.35,19.35,False,False,False,True,False,3788.1955483314136
1761,21.14,33.75,4.49,23.66,False,False,False,True,False,3417.7770662190997
1762,33.38,46.76,1.89,3.66,False,False,True,False,False,3528.8538291245304
1763,34.58,28.95,14.94,4.62,False,False,True,False,False,3422.0585638990583
1764,14.11,52.93,13.25,16.59,False,False,False,True,False,3970.157247603376
1765,23.42,34.05,12.39,4.42,False,False,True,False,False,3066.729423535443
1766,3.99,54.3,14.99,5.21,False,False,False,False,True,3233.262701351023
1767,26.78,79.84,54.13,3.68,True,False,False,False,False,6678.412892835027
1768,20.29,44.25,4.57,5.5,False,False,True,False,False,3082.2078290680965
1769,42.67,30.29,9.43,17.22,False,False,False,True,False,4083.469012625794
1770,36.85,33.67,15.98,28.93,False,False,False,True,False,4717.432486675882
1771,55.05,35.48,19.48,4.74,False,False,True,False,False,4695.46262617974
1772,23.94,33.69,13.9,5.66,False,False,True,False,False,3191.1864859450575
1773,30.03,45.85,11.19,5.48,False,False,False,False,True,3810.609905046455
1774,41.49,33.76,15.17,17.39,False,False,False,True,False,4404.683526454284
1775,25.05,29.84,1.28,3.94,False,False,False,False,True,2509.3830095860126
1776,27.3,32.69,8.72,17.47,False,False,False,True,False,3552.952774462693
1777,34.8,53.83,16.33,5.71,False,False,True,False,False,4528.119738449301
1778,35.19,48.42,14.7,5.19,False,False,False,False,True,4233.36812947779
1779,26.79,26.38,6.58,19.95,False,False,False,True,False,3295.0985836106406
1782,30.46,23.1,10.38,5.47,False,False,True,False,False,2879.2627685601324
1783,26.48,90.74,34.06,6.16,True,False,False,False,False,6394.861492550026
1784,23.01,78.04,37.67,6.09,True,False,False,False,False,5888.686561086548
1785,6.46,80.09,47.3,5.53,True,False,False,False,False,5666.524252343333
1786,47.66,44.81,11.25,4.71,False,False,False,False,True,4439.987091452803
1787,28.55,44.06,10.08,15.07,False,False,False,True,False,4006.219369282637
1788,31.62,56.34,7.01,4.82,False,False,False,False,True,4093.5009337932947
1789,13.81,46.3,8.67,22.78,False,False,False,True,False,3764.362351590562
1790,20.72,41.02,9.1,5.62,False,False,True,False,False,3162.416007656852
1791,44.55,23.64,19.68,5.14,False,False,False,False,True,3820.5269486067564
1792,38.47,34.28,16.36,3.42,False,False,False,False,True,3803.2266111048853
1793,26.16,32.38,22.93,5.42,False,False,False,False,True,3578.68857653508
1794,41.23,56.13,6.3,7.53,False,False,False,True,False,4543.750185576255
1795,25.41,45.82,11.09,4.83,False,False,True,False,False,3583.6138548633126
1796,54.64,79.46,44.51,4.01,True,False,False,False,False,7410.765143989325
1797,22.1,46.93,8.58,6.19,False,False,True,False,False,3455.002111988163
1798,17.7,34.57,8.22,6.47,False,False,True,False,False,2776.3059067051863
1799,45.15,51.46,4.44,3.83,False,False,False,False,True,4296.404809135111
1800,26.0,41.63,6.4,5.71,False,False,True,False,False,3300.1513237467016
1801,46.17,32.3,15.72,5.18,False,False,False,False,True,4079.5514959072507
1802,12.13,68.92,13.97,4.7,False,False,True,False,False,4089.5542873659906
1803,32.47,28.75,4.56,5.56,False,False,False,False,True,2946.3912433559694
1804,41.96,48.39,13.53,4.92,False,False,True,False,False,4448.3123344441565
1805,53.06,26.01,13.98,28.32,False,False,False,True,False,4955.009268699424
1806,16.3,75.1,46.46,6.27,True,False,False,False,False,5859.019912442243
1807,29.33,51.94,8.29,24.51,False,False,False,True,False,4661.010266908719
1808,79.72,48.65,16.38,7.47,False,True,False,False,False,6184.761959512057
1809,13.13,48.31,14.36,5.33,False,False,False,False,True,3340.683246318876
1810,31.97,17.75,11.14,20.43,False,False,False,True,False,3356.7183320024947
1811,35.11,42.02,12.65,4.88,False,False,False,False,True,3879.4970983506955
1812,0.77,28.56,4.29,21.08,False,False,False,True,False,2286.620505782929
1813,45.92,34.12,2.78,5.64,False,False,True,False,False,3634.959283208934
1815,44.15,31.26,9.44,17.74,False,False,False,True,False,4200.641470416212
1816,33.71,31.19,15.45,3.32,False,False,True,False,False,3444.779229554737
1818,31.18,69.5,17.77,5.24,True,False,False,False,False,5045.465130324303
1820,23.51,36.02,4.65,3.46,False,False,True,False,False,2803.7844897679297
1821,22.49,55.2,10.66,24.42,False,False,False,True,False,4617.263725713929
1822,34.22,41.37,8.2,2.96,False,False,True,False,False,3573.478977321283
1823,38.81,45.41,13.1,4.62,False,False,True,False,False,4171.683895524038
1824,43.46,32.08,10.82,18.87,False,False,False,True,False,4309.681966479909
1825,39.71,27.05,4.06,5.58,False,False,True,False,False,3150.4581579422743
1826,48.57,22.26,18.14,5.18,False,False,False,False,True,3863.5990939220355
1827,22.12,46.57,17.17,3.62,False,False,True,False,False,3680.355122396608
1828,37.76,45.14,4.41,2.84,False,False,False,False,True,3708.3970059817066
1829,22.65,84.78,46.84,3.84,True,False,False,False,False,6423.7063090420515
1830,25.05,31.2,11.49,5.64,False,False,True,False,False,3036.236744542988
1832,14.08,86.6,46.92,4.7,True,False,False,False,False,6196.53001095012
1833,42.56,51.88,5.92,3.85,False,False,True,False,False,4265.794427190468
1834,22.51,85.74,27.85,5.06,True,False,False,False,False,5745.743583936022
1835,21.33,39.7,12.44,5.77,False,False,False,False,True,3270.6974227196106
1838,47.64,48.63,3.85,24.74,False,False,False,True,False,5086.3770947532375
1839,19.19,43.36,12.58,13.77,False,False,False,True,False,3647.867471187835
1840,37.33,34.87,9.29,2.95,False,False,False,False,True,3481.2356811085488
1843,26.56,41.21,7.5,23.35,False,False,False,True,False,4052.712670912124
1844,22.21,58.53,6.4,4.9,False,False,True,False,False,3775.1479522220266
1845,32.08,41.33,1.98,3.19,False,False,True,False,False,3255.696902171908
1846,43.92,37.18,5.57,21.25,False,False,False,True,False,4420.30057608623
1847,30.45,26.34,15.29,20.41,False,False,False,True,False,3802.897367874576
1848,20.68,32.36,9.61,5.09,False,False,True,False,False,2815.8832644909467
1849,35.67,33.52,-0.78,4.63,False,False,True,False,False,3026.036596469207
1850,31.76,51.51,12.76,5.3,False,False,True,False,False,4157.581940661151
1852,20.51,75.29,43.79,3.46,True,False,False,False,False,5823.379638783416
1853,35.3,43.04,4.71,5.62,False,False,True,False,False,3657.782215590432
1855,25.76,32.34,13.67,3.46,False,False,False,False,True,3113.2699668222663
1856,22.07,84.36,27.62,3.05,True,False,False,False,False,5583.376896904178
1857,12.85,48.26,18.42,21.96,False,False,False,True,False,4163.126104262049
1858,29.76,37.25,11.89,4.15,False,False,False,False,True,3418.385648540237
1859,16.49,37.0,4.98,5.13,False,False,False,False,True,2647.769343738133
1860,34.37,32.49,-5.71,5.79,False,False,False,False,True,2773.199708507403
1862,15.37,44.31,7.14,10.72,False,False,False,True,False,3199.155491454706
1863,28.01,41.85,11.66,5.56,False,False,False,False,True,3587.6009955506806
1864,11.87,46.37,11.42,4.75,False,False,False,False,True,3079.1489103376116
1865,18.37,36.43,14.77,4.7,False,False,True,False,False,3082.8473153436994
1866,27.27,37.0,8.5,6.01,False,False,True,False,False,3250.8904177688923
1867,36.67,24.55,8.18,5.3,False,False,False,False,True,3096.502525871757
1868,31.37,42.3,17.14,5.48,False,False,False,False,True,3953.779586541625
1869,23.41,53.29,14.09,4.09,False,False,True,False,False,3887.281880077381
1870,37.36,33.63,14.04,4.87,False,False,True,False,False,3696.892805263988
1871,27.75,56.67,6.61,4.39,False,False,True,False,False,3918.0978436939545
1872,35.86,54.25,4.39,5.97,False,False,True,False,False,4117.446955658943
1873,29.81,41.02,15.84,6.59,False,False,True,False,False,3835.4239666092717
1874,38.36,32.2,4.43,25.91,False,False,False,True,False,4125.694727396686
1875,28.45,28.44,8.99,5.98,False,False,True,False,False,2975.8319978677337
1876,17.23,81.87,36.98,7.69,True,False,False,False,False,5849.318182646421
1877,27.86,30.23,1.5,4.27,False,False,True,False,False,2654.96721351331
1879,30.47,46.95,7.82,6.07,False,False,False,False,True,3755.872903882739
1880,16.13,38.88,10.86,5.05,False,False,False,False,True,2934.5609932394354
1881,30.33,53.47,13.87,4.99,False,False,True,False,False,4208.666001081959
1882,23.09,84.84,19.96,5.25,True,False,False,False,False,5428.194125842683
1883,42.78,39.39,9.03,5.9,False,False,True,False,False,3986.4924321276785
1884,27.81,42.43,8.65,5.07,False,False,False,False,True,3453.4435266834853
1885,12.55,33.1,9.08,4.89,False,False,True,False,False,2481.14198953233
1886,42.51,28.11,4.84,23.34,False,False,False,True,False,4058.133187136617
1887,21.03,82.87,49.92,5.72,True,False,False,False,False,6487.106436527789
1888,33.66,51.63,15.43,2.91,False,False,True,False,False,4253.014699897338
1889,26.64,28.45,4.67,3.32,False,False,True,False,False,2613.076722495524
1890,37.1,39.72,6.6,11.68,False,False,False,True,False,3897.5420772811685
1891,50.36,59.92,9.34,17.11,False,False,False,True,False,5570.113467309389
1892,33.41,47.44,12.78,2.97,False,False,False,False,True,3958.5468199239153
1893,17.37,73.85,36.07,4.5,True,False,False,False,False,5363.8394674325145
1894,44.18,76.5,20.83,6.46,True,False,False,False,False,6014.580126660061
1895,37.59,44.48,17.66,5.42,False,False,False,False,True,4305.961713462948
1896,31.99,52.12,8.62,4.04,False,False,False,False,True,3973.140279289014
1897,30.14,84.55,51.13,5.73,True,False,False,False,False,6961.479842874896
1898,31.87,78.86,6.96,3.94,True,False,False,False,False,4959.861382476145
1899,36.82,40.14,13.03,5.06,False,False,True,False,False,3908.5605054175735
1900,38.33,45.98,14.79,6.61,False,False,False,False,True,4330.331662548272
1901,32.44,42.74,2.38,4.47,False,False,True,False,False,3385.2665142173178
1902,43.24,78.54,25.54,4.99,True,False,False,False,False,6181.139472541444
1903,25.71,22.95,8.76,17.6,False,False,False,True,False,3102.1831034960064
1904,34.11,30.27,11.22,22.84,False,False,False,True,False,4035.8739774217725
1905,27.05,77.69,38.13,5.57,True,False,False,False,False,6032.97809683153
1906,20.74,57.67,8.48,29.97,False,False,False,True,False,4771.563736584439
1907,17.46,75.01,37.73,5.34,True,False,False,False,False,5514.233548929538
1908,26.78,35.82,4.23,6.57,False,False,True,False,False,3046.2539610616445
1909,42.58,77.33,24.73,4.54,True,False,False,False,False,6063.011545841301
1910,38.07,37.72,6.33,4.35,False,False,False,False,True,3554.310705061631
1912,8.61,38.03,13.62,4.86,False,False,False,False,True,2703.255678227461
1914,26.55,63.3,10.85,19.83,False,False,False,True,False,4918.33986105904
1915,46.64,77.62,30.09,4.72,True,False,False,False,False,6459.328087463915
1916,27.69,39.54,7.51,6.11,False,False,True,False,False,3336.448067785797
1917,32.47,48.87,2.74,4.08,False,False,True,False,False,3626.298922882726
1918,36.23,83.26,44.68,3.11,True,False,False,False,False,6790.047791284724
1919,21.0,77.93,37.86,4.81,True,False,False,False,False,5762.722406284599
1920,22.99,29.68,13.33,7.28,False,False,False,False,True,3039.48857271931
1921,25.08,33.73,1.16,5.02,False,False,False,False,True,2698.0383704447304
1923,35.36,23.29,5.81,13.94,False,False,False,True,False,3237.818958526589
1924,20.21,39.89,5.3,4.59,False,False,True,False,False,2898.5471281842247
1925,43.3,23.24,5.97,28.39,False,False,False,True,False,4129.949943608199
1926,22.73,38.33,4.67,5.84,False,False,False,False,True,2957.0319752623
1927,57.68,37.48,0.37,6.49,False,False,True,False,False,4179.495208034084
1928,24.37,43.7,11.55,4.42,False,False,False,False,True,3442.0138044808104
1929,27.53,20.74,18.94,4.57,False,False,False,False,True,2974.725620692636
1930,43.48,49.09,4.94,14.09,False,False,False,True,False,4561.737984100131
1931,25.75,43.98,7.69,4.69,False,False,True,False,False,3385.9097194578567
1932,34.31,46.52,7.63,3.66,False,False,True,False,False,3783.5048552303506
1933,34.28,43.92,10.1,5.89,False,False,True,False,False,3868.8117426679555
1934,31.62,30.36,7.88,12.21,False,False,False,True,False,3381.881902131641
1935,22.4,32.9,10.65,14.68,False,False,False,True,False,3332.203468674244
1936,18.2,85.15,52.25,5.49,True,False,False,False,False,6545.034662148529
1937,38.3,43.73,11.1,25.16,False,False,False,True,False,4835.3159462633785
1938,40.99,44.89,9.37,3.66,False,False,True,False,False,4061.177137979563
1939,28.7,72.32,32.15,4.0,True,False,False,False,False,5585.651736844514
1940,16.47,25.42,11.7,4.42,False,False,False,False,True,2417.480796190294
1941,25.51,35.94,10.48,3.39,False,False,False,False,True,3110.271241598765
1942,37.15,32.25,12.52,4.77,False,False,True,False,False,3572.7710484265203
1943,44.11,36.9,7.13,24.36,False,False,False,True,False,4607.660279303639
1944,29.42,34.26,13.06,5.68,False,False,True,False,False,3401.2244944580416
1946,39.29,42.25,7.14,5.97,False,False,False,False,True,3884.1095628131093
1948,30.87,29.63,15.88,4.42,False,False,True,False,False,3332.875512184476
1949,26.05,43.09,17.12,27.07,False,False,False,True,False,4628.116739685069
1950,76.74,29.98,15.61,5.43,False,True,False,False,False,5217.125534563325
1952,24.34,35.15,8.53,4.55,False,False,True,False,False,2997.5783269212443
1953,9.35,52.22,8.0,5.16,False,False,False,False,True,3086.634375231226
1954,8.83,39.9,8.11,4.82,False,False,False,False,True,2566.834256256618
1955,22.77,81.83,27.04,6.75,True,False,False,False,False,5632.9160004773
1956,37.74,47.09,-3.2,15.83,False,False,False,True,False,3988.6712359325925
1957,31.7,47.02,13.18,4.52,False,False,False,False,True,3947.278996930639
1958,26.94,78.98,34.71,4.6,True,False,False,False,False,5914.843925209653
1959,36.24,58.05,4.01,4.57,False,False,False,False,True,4211.550854989166
1960,21.55,38.26,5.53,19.83,False,False,False,True,False,3506.360812606641
1961,35.59,35.95,3.88,4.11,False,False,False,False,True,3274.7770050262034
1962,38.83,45.17,12.29,5.89,False,False,True,False,False,4191.013480247158
1964,40.36,38.71,8.66,4.56,False,False,True,False,False,3789.4530706584546
1965,27.18,33.63,17.71,12.9,False,False,False,True,False,3757.557756503878
1966,28.38,51.13,9.68,5.84,False,False,False,False,True,3899.46192037244
1967,20.28,40.8,17.17,3.26,False,False,False,False,True,3354.722704707593
1968,35.19,33.86,11.89,4.83,False,False,False,False,True,3529.9638224915643
1969,23.74,42.3,13.89,4.27,False,False,True,False,False,3475.6040131225036
1970,28.76,47.43,9.26,6.07,False,False,True,False,False,3759.049571092381
1972,26.44,43.68,9.19,4.31,False,False,False,False,True,3444.368188653989
1973,23.15,39.06,12.06,6.58,False,False,True,False,False,3342.113236452551
1974,30.25,20.37,15.99,4.25,False,False,True,False,False,2943.255798210963
1975,31.21,50.44,12.92,4.56,False,False,True,False,False,4060.898679849623
1976,35.22,27.61,15.01,4.59,False,False,True,False,False,3396.7127160781397
1977,25.2,42.69,11.05,4.95,False,False,True,False,False,3456.835941541216
1978,25.01,76.19,46.76,3.67,True,False,False,False,False,6170.155937583104
1979,30.66,56.65,8.66,26.61,False,False,False,True,False,4991.353093655983
1980,35.95,40.85,11.83,6.37,False,False,False,False,True,3897.956298253117
1981,28.79,47.27,7.98,24.15,False,False,False,True,False,4429.266447201113
1982,18.91,37.32,9.47,5.51,False,False,True,False,False,2942.38792956715
1983,32.08,73.27,53.48,6.19,True,False,False,False,False,6700.488848068919
1984,38.69,25.6,19.99,6.18,False,False,False,False,True,3719.988917840989
1985,20.78,31.81,4.06,5.44,False,False,True,False,False,2579.377604428266
1986,33.72,45.72,4.96,6.72,False,False,False,False,True,3741.9745621565926
1987,38.2,35.32,6.01,6.02,False,False,False,False,True,3520.48524865401
1988,29.79,39.83,5.21,5.92,False,False,True,False,False,3328.6611880669857
1989,44.09,79.37,41.71,5.75,True,False,False,False,False,6938.786539023571
1990,52.43,29.1,9.08,5.34,False,False,True,False,False,3940.6346230114104
1992,42.21,32.92,5.75,5.23,False,False,False,False,True,3550.982078769581
1993,34.7,80.52,25.14,5.52,True,False,False,False,False,5933.916872115083
1994,28.0,40.63,7.78,3.44,False,False,True,False,False,3302.282977210256
1995,34.05,31.54,1.95,5.75,False,False,True,False,False,3038.9844804523614
1996,28.16,32.83,8.14,3.95,False,False,False,False,True,3021.500439677003
1997,14.67,42.69,15.75,12.13,False,False,False,True,False,3508.8929285257896
1998,33.35,87.94,21.34,3.61,True,False,False,False,False,5948.38788036035
1999,42.52,85.68,36.03,4.55,True,False,False,False,False,6854.478089414822
2000,26.9,34.49,10.62,5.97,False,False,True,False,False,3209.0824226973295
2001,31.9,36.2,14.29,6.52,False,False,True,False,False,3649.700504327735
2002,49.81,25.94,1.54,5.8,False,False,True,False,False,3423.345953295037
2003,25.5,44.07,15.08,3.83,False,False,True,False,False,3642.110717454224
2004,26.19,43.02,0.87,6.0,False,False,True,False,False,3147.7267481926388
2005,31.85,64.02,5.68,7.04,False,False,False,False,True,4451.085516260453
2006,23.4,43.02,7.26,4.78,False,False,True,False,False,3232.9277244679784
2007,29.32,25.93,9.62,6.5,False,False,False,False,True,2953.030230490428
2008,30.99,31.75,13.67,3.54,False,False,True,False,False,3295.306291200921
2010,27.04,47.08,9.19,18.9,False,False,False,True,False,4179.410593596504
2012,13.39,48.58,16.75,32.31,False,False,False,True,False,4530.323132219209
2013,29.48,81.41,31.55,5.23,True,False,False,False,False,6006.085756960613
2014,25.93,38.87,16.43,12.05,False,False,False,True,False,3829.937954600101
2015,31.87,43.88,4.86,3.4,False,False,False,False,True,3461.534445193876
2016,46.51,49.76,8.66,7.82,False,False,False,True,False,4606.15637913449
2018,25.34,37.69,9.84,18.91,False,False,False,True,False,3772.82163248364
2019,29.82,42.93,12.42,4.7,False,False,True,False,False,3698.0599068658225
2020,21.69,42.04,12.81,4.85,False,False,True,False,False,3355.937892889751
2021,42.04,25.11,8.77,5.45,False,False,True,False,False,3355.674184759827
2022,37.75,54.86,4.43,6.35,False,False,True,False,False,4227.614824788439
2023,19.53,46.78,3.58,4.67,False,False,True,False,False,3085.087258209034
2024,29.35,44.48,3.4,5.39,False,False,False,False,True,3414.2260739521603
2025,26.75,42.38,10.52,20.12,False,False,False,True,False,4087.5263349409192
2026,28.79,81.76,49.61,5.0,True,False,False,False,False,6704.152391342086
2027,17.23,51.57,16.35,3.75,False,False,False,False,True,3657.5220656314004
2028,25.98,43.65,12.79,3.91,False,False,True,False,False,3555.599949064131
2029,21.86,74.17,20.4,5.19,True,False,False,False,False,4960.693938663524
2030,24.75,82.02,50.23,4.8,True,False,False,False,False,6574.5712289973635
2031,25.15,41.43,4.62,5.34,False,False,True,False,False,3155.565908762772
2032,16.59,75.56,18.57,3.69,True,False,False,False,False,4676.798960787881
2033,31.98,43.25,10.74,4.7,False,False,False,False,True,3730.223371023968
2034,27.04,46.34,10.14,7.76,False,False,True,False,False,3750.6456129050234
2035,15.75,37.88,8.49,6.59,False,False,True,False,False,2846.7147548887233
2037,25.42,85.36,23.9,5.32,True,False,False,False,False,5700.148656890625
2038,37.58,31.62,-2.36,5.78,False,False,True,False,False,3001.186631663292
2039,38.23,43.35,10.9,4.04,False,False,False,False,True,3957.993080351878
2040,31.69,39.53,4.26,18.92,False,False,False,True,False,3876.997026873237
